id,section,word,correctAnswer,wrong1,wrong2,wrong3,points,explanation
257,60,intention,意図；意向,熱望；野望,年金,それゆえに,1,Section 60 target vocabulary
258,60,invent,発明する,経験する；受ける,気が進まない,輸送する；輸送,1,Section 60 target vocabulary
259,60,investment,投資,中世の,反応；意見；フィードバック,得る；獲得する,1,Section 60 target vocabulary
260,60,aspiration,熱望；野望,熱中；熱意,田舎；地方,祝賀；お祝い,1,Section 60 target vocabulary
261,60,aspire,あこがれる；熱望する,思い出させる,劇的な；演劇の,空想；幻想,1,Section 60 target vocabulary
262,60,premium,保険料；割増料金,想像上の,蓄積する；集める,前例のない,1,Section 60 target vocabulary
263,60,investor,投資家,代理店；機関,標準化する,さらに；さらなる,1,Section 60 target vocabulary
264,61,replace,取って代わる；取り替える,範囲；視野,本物の；信頼できる,成し遂げる；獲得する,1,Section 61 target vocabulary
265,61,transfer,移動させる；振り込む；転送する,解決する,乗客,時代,1,Section 61 target vocabulary
266,61,substitute,代わりに使う；代用品,思い出す；呼び戻す,本物の；心からの,信頼できる,1,Section 61 target vocabulary
267,61,agent,代理人；業者,技術；技法；テクニック,手段；方法,着実に；安定して,1,Section 61 target vocabulary
268,61,agency,代理店；機関,到着する,におい；においがする；においをかぐ,涙；引き裂く,1,Section 61 target vocabulary
269,61,sufficient,十分な,出来事；事件,変える；変形させる,すぐに；即座に,1,Section 61 target vocabulary
270,61,adequate,十分な；適切な,悲劇,親しい；詳しい,自然発生的な；自発的な,1,Section 61 target vocabulary
271,61,abundant,豊富な,内部の；精神的な,繁栄,暗黙の；内在する,1,Section 61 target vocabulary
272,61,subject,被験者；主題；受けやすい,伝える；運ぶ,利点；有利,内部の；精神的な,1,Section 61 target vocabulary
273,61,transition,移行；推移,自然に；自発的に,直接の；向ける；指導する,革命；回転,1,Section 61 target vocabulary
274,61,artist,芸術家,程度；範囲,産業；工業；勤勉,計算；推定,1,Section 61 target vocabulary
275,61,artistic,芸術的な,利用する；活用する,送る；伝達する,道具；手段,1,Section 61 target vocabulary
276,61,economical,経済的な；節約になる,無限の；終わりのない,節目；重要段階,等しい；耐えうる,1,Section 61 target vocabulary
277,61,economics,経済学,明らかにする,試みる；試み,航海；船旅,1,Section 61 target vocabulary
278,62,means,手段；方法,儀式；習慣,原因を帰する；属性,同情；共感,1,Section 62 target vocabulary
279,62,convey,伝える；運ぶ,産業；工業；勤勉,労働力,軌道；軌道を回る,1,Section 62 target vocabulary
280,62,disguise,隠す；変装させる,主流；主流の,経済的な；節約になる,貴族；領主,1,Section 62 target vocabulary
281,62,fiction,小説；作り話,美術館；観客,隠す；変装させる,言葉の；口頭の,1,Section 62 target vocabulary
282,62,undergo,経験する；受ける,相談する；診てもらう,反対に；対抗する；カウンター,疑いなく；明らかに,1,Section 62 target vocabulary
283,62,Bible,聖書；必読書,反対に；対抗する；カウンター,本物の；心からの,預金；堆積物；置く,1,Section 62 target vocabulary
284,62,prophet,預言者,標準化する,汚れ；泥,産業；工業；勤勉,1,Section 62 target vocabulary
285,62,Christian,キリスト教徒；キリスト教の,信頼；信念,立場；我慢する,宿屋,1,Section 62 target vocabulary
286,62,stiff,硬い；凝った,口頭の；口の,ぜいたく；高級品,言語の；言語学の,1,Section 62 target vocabulary
287,62,solid,固体の；しっかりした,乗り物；媒体,劇的な；演劇の,穏やかな；優しい,1,Section 62 target vocabulary
288,62,liquid,液体；液体の,蒸気,恋愛；ロマンス,芸術家,1,Section 62 target vocabulary
289,62,fluid,流体；流動的な,泥,挽く；研ぐ,用いる；行使する,1,Section 62 target vocabulary
290,62,cover,覆う；カバー,流体；流動的な,密集した；濃い,泥,1,Section 62 target vocabulary
291,62,case,場合；事例；箱,長さ；期間,論争；紛争；反論する,収益；歳入,1,Section 62 target vocabulary
292,62,hide,隠す,横切る；十字；混合物,ポキンと折る；素早く撮る,歩調；速度,1,Section 62 target vocabulary
293,62,novel,小説；斬新な,元気づける；さわやかにする,通貨；普及,風景；景観,1,Section 62 target vocabulary
294,62,outside,外側；外の,明らかにする,うわさ,専門家集団；パネル,1,Section 62 target vocabulary
295,62,exit,出口；出る,達成；業績,うわさ,信頼；信念,1,Section 62 target vocabulary
296,63,equal,等しい；耐えうる,学部；教職員,明らかにする,高級な；空想；好み,1,Section 63 target vocabulary
297,63,equally,同様に；平等に,同情；共感,それゆえに,程度；範囲,1,Section 63 target vocabulary
298,63,inequality,不平等,瞬間；時,軌道；軌道を回る,着実に；安定して,1,Section 63 target vocabulary
299,63,unequal,不平等な；等しくない,謙虚な；粗末な,毛；毛皮,感心する；賞賛する,1,Section 63 target vocabulary
300,63,accessible,利用できる；行ける,経済学,現代の；同時代の人,精神的な；宗教上の,1,Section 63 target vocabulary
301,63,utilize,利用する；活用する,反逆者；反抗する,洞察；見識,積み重ね；積み重ねる,1,Section 63 target vocabulary
302,63,develop,発達する；開発する,原理；主義,見方；見通し,避難所；保護,1,Section 63 target vocabulary
303,63,exploit,利用する；開発する,感情移入；共感,粘土,思い出させる,1,Section 63 target vocabulary
304,63,enrich,豊かにする,浮く；浮かぶ,革新,道具；手段,1,Section 63 target vocabulary
305,63,exert,用いる；行使する,恋愛；ロマンス,すぐに；即座に,範囲；視野,1,Section 63 target vocabulary
306,63,harness,利用する,蒸発する；徐々に消える,測定できる,立場；我慢する,1,Section 63 target vocabulary
307,63,discuss,話し合う；議論する,住む；生息する,流体；流動的な,立ち向かう；直面する,1,Section 63 target vocabulary
308,63,discussion,議論；話し合い,利点；有利,市民の；国内の,一時的な,1,Section 63 target vocabulary
309,63,negotiation,交渉,蓄積する；集める,手段に訴える；行楽地,自動車,1,Section 63 target vocabulary
310,63,consult,相談する；診てもらう,エーカー,貴族；領主,恐れて；心配して,1,Section 63 target vocabulary
311,63,agenda,議題,住む；生息する,前例のない,独創性,1,Section 63 target vocabulary
312,63,acre,エーカー,輸出する；輸出品,美しい；愛らしい,夜明け；始まり,1,Section 63 target vocabulary
313,63,broadcast,放送する；放送,同様に；平等に,泥,美しい；愛らしい,1,Section 63 target vocabulary
314,63,critical,批判的な；重大な,出口；出る,頻繁な；常連の,絶望的な；必死の,1,Section 63 target vocabulary
315,63,critic,批評家,集める；組み立てる,授業料；指導,電線；電報を打つ,1,Section 63 target vocabulary
316,64,realm,領域；分野,かなり；公平に,豊かにする,設立する；確立する,1,Section 64 target vocabulary
317,64,territory,領土；領域；縄張り,それゆえに,遠い；冷やかな,半球,1,Section 64 target vocabulary
318,64,empire,帝国,上がる；増える,送る；伝達する,統計；統計学,1,Section 64 target vocabulary
319,64,ruler,統治者；定規,気分；雰囲気,思いがけない,宿泊施設；収容能力,1,Section 64 target vocabulary
320,64,romance,恋愛；ロマンス,議論；話し合い,想像力に富む,義務；任務,1,Section 64 target vocabulary
321,64,prevalent,普及している；流行している,まったくの；発する,覆う；カバー,イデオロギー；思想傾向,1,Section 64 target vocabulary
322,64,further,さらに；さらなる,織物；布地,誘惑する；したくさせる,移行；推移,1,Section 64 target vocabulary
323,64,distant,遠い；冷やかな,収益；歳入,混雑；渋滞,楽にする；和らげる,1,Section 64 target vocabulary
324,64,remote,遠く離れた,積み重ね；積み重ねる,熱望；野望,職業；同業者集団,1,Section 64 target vocabulary
325,64,counterpart,対応する物；同等の相手,逮捕する；逮捕,原始的な；原始時代の,予期する；期待する,1,Section 64 target vocabulary
326,64,bride,花嫁,程度；範囲,例外的に；非常に,積極的な；確信している；陽性の,1,Section 64 target vocabulary
327,64,bridegroom,花婿,急上昇する,不足；赤字,同封する；囲む,1,Section 64 target vocabulary
328,64,fantasy,空想；幻想,花嫁,それゆえに,加速する；促進する,1,Section 64 target vocabulary
329,64,mate,仲間；つがいの片方,宣教師,すぐに；即座に,差；利ざや；余白,1,Section 64 target vocabulary
330,65,controversial,論争を呼ぶ,分子,無数の,代理店；機関,1,Section 65 target vocabulary
331,65,dispute,論争；紛争；反論する,見方；見通し,超自然の,領域；分野,1,Section 65 target vocabulary
332,65,persist,固執する；続く,想像する；思いつく,経済的な；節約になる,計算する,1,Section 65 target vocabulary
333,65,profession,職業；同業者集団,転換する；改宗する,利点；有利,預金；堆積物；置く,1,Section 65 target vocabulary
334,65,insight,洞察；見識,除いて,好意；支持,豊かにする,1,Section 65 target vocabulary
335,65,outlook,見方；見通し,個人の；私的な；民間の,修正；変更,労働力,1,Section 65 target vocabulary
336,65,lead,導く；通じる；結果になる,覚えている；忘れずにする,それゆえに,女性；メス,1,Section 65 target vocabulary
337,65,confine,制限する；閉じ込める,高級な；空想；好み,熱中；熱意,半球,1,Section 65 target vocabulary
338,65,isolate,孤立させる；隔離する,祝賀；お祝い,即座の；促す,隠す,1,Section 65 target vocabulary
339,65,crowd,群衆；群がる,放送する；放送,立場；我慢する,明らかにする,1,Section 65 target vocabulary
340,65,congestion,混雑；渋滞,信頼；信念,汚れ；泥,熱心な；意図,1,Section 65 target vocabulary
341,65,dense,密集した；濃い,思いがけない,スキャンダル；醜聞,元気づける；さわやかにする,1,Section 65 target vocabulary
342,65,highlight,強調する,疑いなく；明らかに,専門家集団；パネル,集まり；収集物,1,Section 65 target vocabulary
343,65,guideline,指針；ガイドライン,口頭の；口の,田舎；地方,逮捕する；逮捕,1,Section 65 target vocabulary
344,65,stand,立場；我慢する,現代の,利用する,喜劇；コメディー,1,Section 65 target vocabulary
345,65,qualify,資格を得る；適任にする,想像上の,キリスト教徒；キリスト教の,古代の；昔からの,1,Section 65 target vocabulary
346,65,scrape,こする；なんとか進む,移動させる；振り込む；転送する,地区；地域,男性；オス,1,Section 65 target vocabulary
347,65,adjust,調整する；適応する,球；領域,方言,繁栄,1,Section 65 target vocabulary
348,66,frequent,頻繁な；常連の,積極的な；確信している；陽性の,キリスト教徒；キリスト教の,手頃な価格の,1,Section 66 target vocabulary
349,66,inn,宿屋,球；領域,設立する；確立する,得る；獲得する,1,Section 66 target vocabulary
350,66,board,板；委員会；乗る,論争；紛争；反論する,仲間；同僚,否定的な；消極的な；陰性の,1,Section 66 target vocabulary
351,66,equivalent,同等の；相当する,情熱,しみ；汚す,革；革製品,1,Section 66 target vocabulary
352,66,accommodation,宿泊施設；収容能力,航行する；うまく切り抜ける,特徴；呼び物；特集する,逆にする；逆,1,Section 66 target vocabulary
353,66,overnight,一晩中；一晩のうちに,ぜいたく；高級品,ぶらつく,半球,1,Section 66 target vocabulary
354,66,establishment,設立；施設,横顔；人物紹介,混雑；渋滞,不平等,1,Section 66 target vocabulary
355,66,establish,設立する；確立する,手段に訴える；行楽地,測定できる,預言者,1,Section 66 target vocabulary
356,66,wander,ぶらつく,被験者；主題；受けやすい,魅了する,職員；人事部,1,Section 66 target vocabulary
357,66,transform,変える；変形させる,騎士,経験する；受ける,暗黙の；内在する,1,Section 66 target vocabulary
358,66,transmit,送る；伝達する,儀式；習慣,喜劇；コメディー,達成；業績,1,Section 66 target vocabulary
359,66,accompany,同行する；伴う,超自然の,横顔；人物紹介,ありそうもない,1,Section 66 target vocabulary
360,66,civil,市民の；国内の,涙；引き裂く,義務；任務,なまり；アクセント,1,Section 66 target vocabulary
361,66,comedy,喜劇；コメディー,感覚；意味；分別,優美さ；品位,義務；任務,1,Section 66 target vocabulary
362,66,humor,ユーモア；機嫌,中世の,芸術的な,酷使する；過労,1,Section 66 target vocabulary
363,66,tragedy,悲劇,設立；施設,再開する,感覚；意味；分別,1,Section 66 target vocabulary
364,67,missionary,宣教師,反対する,許可,転換する；改宗する,1,Section 67 target vocabulary
365,67,coincidence,偶然の一致,想像上の,言語の；言語学の,発達する；開発する,1,Section 67 target vocabulary
366,67,fellow,仲間；同僚,学部；教職員,十分な,利用する,1,Section 67 target vocabulary
367,67,passenger,乗客,洗練された；高度な,手荷物,革命；回転,1,Section 67 target vocabulary
368,67,tuition,授業料；指導,分別のある,特徴；特性,鮮明な；生き生きとした,1,Section 67 target vocabulary
369,67,afraid,恐れて；心配して,暴く；公表する,復活させる；生き返る,気分；雰囲気,1,Section 67 target vocabulary
370,67,dialect,方言,考古学者,悲劇,芸術家,1,Section 67 target vocabulary
371,67,accent,なまり；アクセント,蒸発する；徐々に消える,本物の；信頼できる,流れ；現在の；流通している,1,Section 67 target vocabulary
372,67,linguistic,言語の；言語学の,逃げる；逃れる,預言者,詩人,1,Section 67 target vocabulary
373,67,bilingual,二言語を話す,送る；伝達する,蒸発する；徐々に消える,花婿,1,Section 67 target vocabulary
374,67,noisy,騒がしい,単に；ただ,同情；共感,否定的な；消極的な；陰性の,1,Section 67 target vocabulary
375,67,bury,埋める,上がる；増える,原始的な；原始時代の,外側；外の,1,Section 67 target vocabulary
376,67,favor,好意；支持,洗練する；精製する,謙虚な；粗末な,保険,1,Section 67 target vocabulary
377,67,countless,無数の,成し遂げる；獲得する,逮捕する；逮捕,再開する,1,Section 67 target vocabulary
378,68,gallery,美術館；観客,現代の；同時代の人,瞬間；時,反応；意見；フィードバック,1,Section 68 target vocabulary
379,68,petition,請願書；請願する,試みる；試み,住む；生息する,展示する；表示する,1,Section 68 target vocabulary
380,68,permission,許可,任意の；自発的な；無償の,ささいな,否定的な；消極的な；陰性の,1,Section 68 target vocabulary
381,68,authority,権威；当局,一握り；少数,等しい；耐えうる,遠い；冷やかな,1,Section 68 target vocabulary
382,68,medieval,中世の,宿泊施設；収容能力,逃げる；逃れる,におい；においがする；においをかぐ,1,Section 68 target vocabulary
383,68,knight,騎士,香り；におい,幻想；錯覚,流体；流動的な,1,Section 68 target vocabulary
384,68,lord,貴族；領主,描く；表現する,男性；オス,しるし；象徴,1,Section 68 target vocabulary
385,68,admire,感心する；賞賛する,義務づける；強いる,硬い；凝った,節目；重要段階,1,Section 68 target vocabulary
386,68,congratulation,祝賀；お祝い,内部；室内の,議題,利用する,1,Section 68 target vocabulary
387,68,sympathy,同情；共感,ひっかき傷；ひっかく,領土；領域；縄張り,反乱を起こす；反乱,1,Section 68 target vocabulary
388,68,empathy,感情移入；共感,最新の；最近の,代理店；機関,明らかにする,1,Section 68 target vocabulary
389,68,attend,出席する；注意を払う,熱中；熱意,熱心な；切望して,原因を帰する；属性,1,Section 68 target vocabulary
390,68,affordable,手頃な価格の,世界的な；全体的な,発達する；開発する,収益；歳入,1,Section 68 target vocabulary
391,68,faculty,学部；教職員,横顔；人物紹介,隠す,帝国,1,Section 68 target vocabulary
392,68,overwork,酷使する；過労,循環；流通,放送する；放送,請願書；請願する,1,Section 68 target vocabulary
393,69,milestone,節目；重要段階,通勤・通学する,学部；教職員,管理する；施行する,1,Section 69 target vocabulary
394,69,accumulate,蓄積する；集める,普及している；流行している,専門家集団；パネル,写真；写真を撮る,1,Section 69 target vocabulary
395,69,contrast,対照；対比する,群衆；群がる,着実に；安定して,即座の；すぐ近くの,1,Section 69 target vocabulary
396,69,calculation,計算；推定,範囲；視野,最小限にする,聖書；必読書,1,Section 69 target vocabulary
397,69,statistics,統計；統計学,かなり；公平に,即座の；すぐ近くの,出発する,1,Section 69 target vocabulary
398,69,compute,計算する,主に；たいていは,熱中；熱意,一晩中；一晩のうちに,1,Section 69 target vocabulary
399,69,latest,最新の；最近の,用いる；行使する,謙虚な；粗末な,詩人,1,Section 69 target vocabulary
400,69,unprecedented,前例のない,小川；流れ,涙；引き裂く,卓越した；目立った,1,Section 69 target vocabulary
401,69,principle,原理；主義,ユーモア；機嫌,洗練された；高度な,市民の；国内の,1,Section 69 target vocabulary
402,69,ideology,イデオロギー；思想傾向,世界的な；全体的な,達成；業績,多様なもの；配列,1,Section 69 target vocabulary
403,69,regime,政権；体制,宿泊施設；収容能力,特別な；専門の,写真；写真を撮る,1,Section 69 target vocabulary
404,69,nevertheless,それにもかかわらず,天才；才能,しみ；汚す,普及している；流行している,1,Section 69 target vocabulary
405,69,genius,天才；才能,発達する；開発する,群衆；群がる,指針；ガイドライン,1,Section 69 target vocabulary
406,70,scratch,ひっかき傷；ひっかく,電線；電報を打つ,職員；人事部,住む；生息する,1,Section 70 target vocabulary
407,70,stain,しみ；汚す,伝える；運ぶ,反乱を起こす；反乱,固執する；続く,1,Section 70 target vocabulary
408,70,prepare,準備する,香り；におい,公の；大衆,疑う；容疑者,1,Section 70 target vocabulary
409,70,utter,まったくの；発する,置く；横たえる；産む；築く,多様なもの；配列,循環；流通,1,Section 70 target vocabulary
410,70,oral,口頭の；口の,乗り物；媒体,ひっかき傷；ひっかく,支配する；優勢である,1,Section 70 target vocabulary
411,70,verbal,言葉の；口頭の,用いる；行使する,貴族；領主,除いて,1,Section 70 target vocabulary
412,70,guide,案内する；導く；案内人,隠す,卓越した；目立った,珍しい；まれな,1,Section 70 target vocabulary
413,70,guideline,指針；ガイドライン,湿った；じめじめした,穏やかな；優しい,設立；施設,1,Section 70 target vocabulary
414,70,imaginative,想像力に富む,描く；表現する,同行する；伴う,気晴らし；娯楽,1,Section 70 target vocabulary
415,70,conceive,想像する；思いつく,本物の；心からの,意図；意向,経済学,1,Section 70 target vocabulary
416,70,fantasy,空想；幻想,楽しみ；享受,珍しい；まれな,着実に；安定して,1,Section 70 target vocabulary
417,70,illusion,幻想；錯覚,話し合う；議論する,避難所；保護,不足；赤字,1,Section 70 target vocabulary
418,70,routinely,日常的に；いつも,無数の,修正；変更,相談する；診てもらう,1,Section 70 target vocabulary
419,70,brute,野蛮な；けもの,ありそうもない,泥,帆走する；出航する,1,Section 70 target vocabulary
420,70,cheat,だます；不正をする,よく知られた；親しい,こする；なんとか進む,回転する；紡ぐ,1,Section 70 target vocabulary
421,70,originality,独創性,世界的な；全体的な,出口；出る,利用する；活用する,1,Section 70 target vocabulary
422,70,display,展示する；表示する,道具；手段,酷使する；過労,資格を得る；適任にする,1,Section 70 target vocabulary
423,70,exceptionally,例外的に；非常に,独創性,個人の；私的な；民間の,等しい；耐えうる,1,Section 70 target vocabulary
424,70,except,除いて,避難所；保護,学部；教職員,感情移入；共感,1,Section 70 target vocabulary
425,70,suspect,疑う；容疑者,粒子,謙虚な；粗末な,代わりに使う；代用品,1,Section 70 target vocabulary
426,70,deem,考える；見なす,洞察；見識,熱心な；切望して,高級な；空想；好み,1,Section 70 target vocabulary
427,70,hence,それゆえに,楽しみ；娯楽,利用できる；行ける,預金；堆積物；置く,1,Section 70 target vocabulary
428,71,revolution,革命；回転,花嫁,幻想；錯覚,否定的な；消極的な；陰性の,1,Section 71 target vocabulary
429,71,orbit,軌道；軌道を回る,帆走する；出航する,謙虚な；粗末な,教育を受けた,1,Section 71 target vocabulary
430,71,spin,回転する；紡ぐ,主に；たいていは,しるし；兆候,内密に；ひそかに,1,Section 71 target vocabulary
431,71,innovation,革新,立場；我慢する,生じる；起こる,無限の,1,Section 71 target vocabulary
432,71,dramatic,劇的な；演劇の,輸入する；輸入品,暗示する；意味する,超える,1,Section 71 target vocabulary
433,71,settle,解決する；定住する,ぶらつく,熱心な；意図,卓越した；目立った,1,Section 71 target vocabulary
434,71,shelter,避難所；住まい；保護する,混雑；渋滞,ささいな,幻想；錯覚,1,Section 71 target vocabulary
435,71,recruit,新人を募集する；新兵,手頃な価格の,経験する；受ける,潮；潮流；傾向,1,Section 71 target vocabulary
436,71,expect,予期する；期待する,達成；業績,乗船する；着手する,優美さ；品位,1,Section 71 target vocabulary
437,71,unexpected,思いがけない,瞬間；時,修正；変更,生息地；住みか,1,Section 71 target vocabulary
438,71,workforce,労働力,計算；推定,気晴らし；娯楽,瞑想；熟考,1,Section 71 target vocabulary
439,71,overtime,残業；時間外で,取って代わる；取り替える,例外的に；非常に,旅行する；進む；伝わる,1,Section 71 target vocabulary
440,71,endless,無限の；終わりのない,制限する；閉じ込める,手段；方法,歩調；速度,1,Section 71 target vocabulary
441,71,infinite,無限の,中央の；中心的な,逃げる；逃れる,地域；分野,1,Section 71 target vocabulary
442,71,global,世界的な；全体的な,代わりに使う；代用品,同封する；囲む,統治者；定規,1,Section 71 target vocabulary
443,71,feedback,反応；意見；フィードバック,感情移入；共感,資金；基金,普及している；流行している,1,Section 71 target vocabulary
444,71,meditation,瞑想；熟考,熱心な；切望して,手頃な価格の,現代の；同時代の人,1,Section 71 target vocabulary
445,71,snap,ポキンと折る；素早く撮る,揺れる；揺れ,公の；大衆,経験する；受ける,1,Section 71 target vocabulary
446,71,merely,単に；ただ,呼吸する,卓越した；目立った,成し遂げる；獲得する,1,Section 71 target vocabulary
